Category,Products,Product
Dulces,"Pulparindo mini chile, Pulparindo grande chile, Pulparindo original, Huevito, Cangrejo, Pecositas, Winis mini, Winis unicornio, Winis sirena maxi tubo, Winis dragón maxi tubo, Winis paleta unicornio, Frutaffy fresa 24pz, Frutsffy manzana verde 24pz, Astridix 30pz, Tix tix 30pz, Chupa chups mini 8, Lucas gusano 10pz, Monedas nucita 48pz, Jugos sabo 12pz, Mini mamut 28pz, Mac'Ma selecciones, Mac'Ma pícolo, Mac'Ma parisién, Mac'Ma presidente, Mac'Ma abanico, Mac'Ma caja pequeña barquillos, Mac'Ma caja pequeña doncellas, Mac'Ma caja pequeña natta, Mac'Ma caja pequeña fresa, Bocadín 50pz, Luminiscente rojo, Pop trueno, Dartañan, Pica fresa, Mazapán original grande, Mazapan original pequeño, Bombones medianos, Bombones grandes, Bombones enrollados, Bombones fresita, Bombones ositos conejos pollitos, Bombones corazón, Tarrito, Paleta sandía, Paleta Pollito, Paleta coca, Paleta hueso, Kranky, Llaves, Vove, Duvalín fresa vainilla, Duvalín avellana fresa, Duvalín avellana vainilla, Animalitos, Aciditos, Pelón mini, Malvabony, Ice, Bubbaloo plátano, Bubbaloo mora azul, Bubbaloo fresa, Bubbaloo tuttifruti, Bubbaloo piña chamoy, Canels original, Bianchi amarillo, Bianchi café, Chocoreta, Bubulubu mini",Cangrejo
Dulces,"Pulparindo mini chile, Pulparindo grande chile, Pulparindo original, Huevito, Cangrejo, Pecositas, Winis mini, Winis unicornio, Winis sirena maxi tubo, Winis dragón maxi tubo, Winis paleta unicornio, Frutaffy fresa 24pz, Frutsffy manzana verde 24pz, Astridix 30pz, Tix tix 30pz, Chupa chups mini 8, Lucas gusano 10pz, Monedas nucita 48pz, Jugos sabo 12pz, Mini mamut 28pz, Mac'Ma selecciones, Mac'Ma pícolo, Mac'Ma parisién, Mac'Ma presidente, Mac'Ma abanico, Mac'Ma caja pequeña barquillos, Mac'Ma caja pequeña doncellas, Mac'Ma caja pequeña natta, Mac'Ma caja pequeña fresa, Bocadín 50pz, Luminiscente rojo, Pop trueno, Dartañan, Pica fresa, Mazapán original grande, Mazapan original pequeño, Bombones medianos, Bombones grandes, Bombones enrollados, Bombones fresita, Bombones ositos conejos pollitos, Bombones corazón, Tarrito, Paleta sandía, Paleta Pollito, Paleta coca, Paleta hueso, Kranky, Llaves, Vove, Duvalín fresa vainilla, Duvalín avellana fresa, Duvalín avellana vainilla, Animalitos, Aciditos, Pelón mini, Malvabony, Ice, Bubbaloo plátano, Bubbaloo mora azul, Bubbaloo fresa, Bubbaloo tuttifruti, Bubbaloo piña chamoy, Canels original, Bianchi amarillo, Bianchi café, Chocoreta, Bubulubu mini",Pecositas
Dulces,"Pulparindo mini chile, Pulparindo grande chile, Pulparindo original, Huevito, Cangrejo, Pecositas, Winis mini, Winis unicornio, Winis sirena maxi tubo, Winis dragón maxi tubo, Winis paleta unicornio, Frutaffy fresa 24pz, Frutsffy manzana verde 24pz, Astridix 30pz, Tix tix 30pz, Chupa chups mini 8, Lucas gusano 10pz, Monedas nucita 48pz, Jugos sabo 12pz, Mini mamut 28pz, Mac'Ma selecciones, Mac'Ma pícolo, Mac'Ma parisién, Mac'Ma presidente, Mac'Ma abanico, Mac'Ma caja pequeña barquillos, Mac'Ma caja pequeña doncellas, Mac'Ma caja pequeña natta, Mac'Ma caja pequeña fresa, Bocadín 50pz, Luminiscente rojo, Pop trueno, Dartañan, Pica fresa, Mazapán original grande, Mazapan original pequeño, Bombones medianos, Bombones grandes, Bombones enrollados, Bombones fresita, Bombones ositos conejos pollitos, Bombones corazón, Tarrito, Paleta sandía, Paleta Pollito, Paleta coca, Paleta hueso, Kranky, Llaves, Vove, Duvalín fresa vainilla, Duvalín avellana fresa, Duvalín avellana vainilla, Animalitos, Aciditos, Pelón mini, Malvabony, Ice, Bubbaloo plátano, Bubbaloo mora azul, Bubbaloo fresa, Bubbaloo tuttifruti, Bubbaloo piña chamoy, Canels original, Bianchi amarillo, Bianchi café, Chocoreta, Bubulubu mini",Winis mini
Dulces,"Pulparindo mini chile, Pulparindo grande chile, Pulparindo original, Huevito, Cangrejo, Pecositas, Winis mini, Winis unicornio, Winis sirena maxi tubo, Winis dragón maxi tubo, Winis paleta unicornio, Frutaffy fresa 24pz, Frutsffy manzana verde 24pz, Astridix 30pz, Tix tix 30pz, Chupa chups mini 8, Lucas gusano 10pz, Monedas nucita 48pz, Jugos sabo 12pz, Mini mamut 28pz, Mac'Ma selecciones, Mac'Ma pícolo, Mac'Ma parisién, Mac'Ma presidente, Mac'Ma abanico, Mac'Ma caja pequeña barquillos, Mac'Ma caja pequeña doncellas, Mac'Ma caja pequeña natta, Mac'Ma caja pequeña fresa, Bocadín 50pz, Luminiscente rojo, Pop trueno, Dartañan, Pica fresa, Mazapán original grande, Mazapan original pequeño, Bombones medianos, Bombones grandes, Bombones enrollados, Bombones fresita, Bombones ositos conejos pollitos, Bombones corazón, Tarrito, Paleta sandía, Paleta Pollito, Paleta coca, Paleta hueso, Kranky, Llaves, Vove, Duvalín fresa vainilla, Duvalín avellana fresa, Duvalín avellana vainilla, Animalitos, Aciditos, Pelón mini, Malvabony, Ice, Bubbaloo plátano, Bubbaloo mora azul, Bubbaloo fresa, Bubbaloo tuttifruti, Bubbaloo piña chamoy, Canels original, Bianchi amarillo, Bianchi café, Chocoreta, Bubulubu mini",Winis unicornio
Dulces,"Pulparindo mini chile, Pulparindo grande chile, Pulparindo original, Huevito, Cangrejo, Pecositas, Winis mini, Winis unicornio, Winis sirena maxi tubo, Winis dragón maxi tubo, Winis paleta unicornio, Frutaffy fresa 24pz, Frutsffy manzana verde 24pz, Astridix 30pz, Tix tix 30pz, Chupa chups mini 8, Lucas gusano 10pz, Monedas nucita 48pz, Jugos sabo 12pz, Mini mamut 28pz, Mac'Ma selecciones, Mac'Ma pícolo, Mac'Ma parisién, Mac'Ma presidente, Mac'Ma abanico, Mac'Ma caja pequeña barquillos, Mac'Ma caja pequeña doncellas, Mac'Ma caja pequeña natta, Mac'Ma caja pequeña fresa, Bocadín 50pz, Luminiscente rojo, Pop trueno, Dartañan, Pica fresa, Mazapán original grande, Mazapan original pequeño, Bombones medianos, Bombones grandes, Bombones enrollados, Bombones fresita, Bombones ositos conejos pollitos, Bombones corazón, Tarrito, Paleta sandía, Paleta Pollito, Paleta coca, Paleta hueso, Kranky, Llaves, Vove, Duvalín fresa vainilla, Duvalín avellana fresa, Duvalín avellana vainilla, Animalitos, Aciditos, Pelón mini, Malvabony, Ice, Bubbaloo plátano, Bubbaloo mora azul, Bubbaloo fresa, Bubbaloo tuttifruti, Bubbaloo piña chamoy, Canels original, Bianchi amarillo, Bianchi café, Chocoreta, Bubulubu mini",Winis sirena maxi tubo
Dulces,"Pulparindo mini chile, Pulparindo grande chile, Pulparindo original, Huevito, Cangrejo, Pecositas, Winis mini, Winis unicornio, Winis sirena maxi tubo, Winis dragón maxi tubo, Winis paleta unicornio, Frutaffy fresa 24pz, Frutsffy manzana verde 24pz, Astridix 30pz, Tix tix 30pz, Chupa chups mini 8, Lucas gusano 10pz, Monedas nucita 48pz, Jugos sabo 12pz, Mini mamut 28pz, Mac'Ma selecciones, Mac'Ma pícolo, Mac'Ma parisién, Mac'Ma presidente, Mac'Ma abanico, Mac'Ma caja pequeña barquillos, Mac'Ma caja pequeña doncellas, Mac'Ma caja pequeña natta, Mac'Ma caja pequeña fresa, Bocadín 50pz, Luminiscente rojo, Pop trueno, Dartañan, Pica fresa, Mazapán original grande, Mazapan original pequeño, Bombones medianos, Bombones grandes, Bombones enrollados, Bombones fresita, Bombones ositos conejos pollitos, Bombones corazón, Tarrito, Paleta sandía, Paleta Pollito, Paleta coca, Paleta hueso, Kranky, Llaves, Vove, Duvalín fresa vainilla, Duvalín avellana fresa, Duvalín avellana vainilla, Animalitos, Aciditos, Pelón mini, Malvabony, Ice, Bubbaloo plátano, Bubbaloo mora azul, Bubbaloo fresa, Bubbaloo tuttifruti, Bubbaloo piña chamoy, Canels original, Bianchi amarillo, Bianchi café, Chocoreta, Bubulubu mini",Winis dragón maxi tubo
Dulces,"Pulparindo mini chile, Pulparindo grande chile, Pulparindo original, Huevito, Cangrejo, Pecositas, Winis mini, Winis unicornio, Winis sirena maxi tubo, Winis dragón maxi tubo, Winis paleta unicornio, Frutaffy fresa 24pz, Frutsffy manzana verde 24pz, Astridix 30pz, Tix tix 30pz, Chupa chups mini 8, Lucas gusano 10pz, Monedas nucita 48pz, Jugos sabo 12pz, Mini mamut 28pz, Mac'Ma selecciones, Mac'Ma pícolo, Mac'Ma parisién, Mac'Ma presidente, Mac'Ma abanico, Mac'Ma caja pequeña barquillos, Mac'Ma caja pequeña doncellas, Mac'Ma caja pequeña natta, Mac'Ma caja pequeña fresa, Bocadín 50pz, Luminiscente rojo, Pop trueno, Dartañan, Pica fresa, Mazapán original grande, Mazapan original pequeño, Bombones medianos, Bombones grandes, Bombones enrollados, Bombones fresita, Bombones ositos conejos pollitos, Bombones corazón, Tarrito, Paleta sandía, Paleta Pollito, Paleta coca, Paleta hueso, Kranky, Llaves, Vove, Duvalín fresa vainilla, Duvalín avellana fresa, Duvalín avellana vainilla, Animalitos, Aciditos, Pelón mini, Malvabony, Ice, Bubbaloo plátano, Bubbaloo mora azul, Bubbaloo fresa, Bubbaloo tuttifruti, Bubbaloo piña chamoy, Canels original, Bianchi amarillo, Bianchi café, Chocoreta, Bubulubu mini",Winis paleta unicornio
Dulces,"Pulparindo mini chile, Pulparindo grande chile, Pulparindo original, Huevito, Cangrejo, Pecositas, Winis mini, Winis unicornio, Winis sirena maxi tubo, Winis dragón maxi tubo, Winis paleta unicornio, Frutaffy fresa 24pz, Frutsffy manzana verde 24pz, Astridix 30pz, Tix tix 30pz, Chupa chups mini 8, Lucas gusano 10pz, Monedas nucita 48pz, Jugos sabo 12pz, Mini mamut 28pz, Mac'Ma selecciones, Mac'Ma pícolo, Mac'Ma parisién, Mac'Ma presidente, Mac'Ma abanico, Mac'Ma caja pequeña barquillos, Mac'Ma caja pequeña doncellas, Mac'Ma caja pequeña natta, Mac'Ma caja pequeña fresa, Bocadín 50pz, Luminiscente rojo, Pop trueno, Dartañan, Pica fresa, Mazapán original grande, Mazapan original pequeño, Bombones medianos, Bombones grandes, Bombones enrollados, Bombones fresita, Bombones ositos conejos pollitos, Bombones corazón, Tarrito, Paleta sandía, Paleta Pollito, Paleta coca, Paleta hueso, Kranky, Llaves, Vove, Duvalín fresa vainilla, Duvalín avellana fresa, Duvalín avellana vainilla, Animalitos, Aciditos, Pelón mini, Malvabony, Ice, Bubbaloo plátano, Bubbaloo mora azul, Bubbaloo fresa, Bubbaloo tuttifruti, Bubbaloo piña chamoy, Canels original, Bianchi amarillo, Bianchi café, Chocoreta, Bubulubu mini",Frutaffy fresa 24pz
Dulces,"Pulparindo mini chile, Pulparindo grande chile, Pulparindo original, Huevito, Cangrejo, Pecositas, Winis mini, Winis unicornio, Winis sirena maxi tubo, Winis dragón maxi tubo, Winis paleta unicornio, Frutaffy fresa 24pz, Frutsffy manzana verde 24pz, Astridix 30pz, Tix tix 30pz, Chupa chups mini 8, Lucas gusano 10pz, Monedas nucita 48pz, Jugos sabo 12pz, Mini mamut 28pz, Mac'Ma selecciones, Mac'Ma pícolo, Mac'Ma parisién, Mac'Ma presidente, Mac'Ma abanico, Mac'Ma caja pequeña barquillos, Mac'Ma caja pequeña doncellas, Mac'Ma caja pequeña natta, Mac'Ma caja pequeña fresa, Bocadín 50pz, Luminiscente rojo, Pop trueno, Dartañan, Pica fresa, Mazapán original grande, Mazapan original pequeño, Bombones medianos, Bombones grandes, Bombones enrollados, Bombones fresita, Bombones ositos conejos pollitos, Bombones corazón, Tarrito, Paleta sandía, Paleta Pollito, Paleta coca, Paleta hueso, Kranky, Llaves, Vove, Duvalín fresa vainilla, Duvalín avellana fresa, Duvalín avellana vainilla, Animalitos, Aciditos, Pelón mini, Malvabony, Ice, Bubbaloo plátano, Bubbaloo mora azul, Bubbaloo fresa, Bubbaloo tuttifruti, Bubbaloo piña chamoy, Canels original, Bianchi amarillo, Bianchi café, Chocoreta, Bubulubu mini",Frutsffy manzana verde 24pz
Dulces,"Pulparindo mini chile, Pulparindo grande chile, Pulparindo original, Huevito, Cangrejo, Pecositas, Winis mini, Winis unicornio, Winis sirena maxi tubo, Winis dragón maxi tubo, Winis paleta unicornio, Frutaffy fresa 24pz, Frutsffy manzana verde 24pz, Astridix 30pz, Tix tix 30pz, Chupa chups mini 8, Lucas gusano 10pz, Monedas nucita 48pz, Jugos sabo 12pz, Mini mamut 28pz, Mac'Ma selecciones, Mac'Ma pícolo, Mac'Ma parisién, Mac'Ma presidente, Mac'Ma abanico, Mac'Ma caja pequeña barquillos, Mac'Ma caja pequeña doncellas, Mac'Ma caja pequeña natta, Mac'Ma caja pequeña fresa, Bocadín 50pz, Luminiscente rojo, Pop trueno, Dartañan, Pica fresa, Mazapán original grande, Mazapan original pequeño, Bombones medianos, Bombones grandes, Bombones enrollados, Bombones fresita, Bombones ositos conejos pollitos, Bombones corazón, Tarrito, Paleta sandía, Paleta Pollito, Paleta coca, Paleta hueso, Kranky, Llaves, Vove, Duvalín fresa vainilla, Duvalín avellana fresa, Duvalín avellana vainilla, Animalitos, Aciditos, Pelón mini, Malvabony, Ice, Bubbaloo plátano, Bubbaloo mora azul, Bubbaloo fresa, Bubbaloo tuttifruti, Bubbaloo piña chamoy, Canels original, Bianchi amarillo, Bianchi café, Chocoreta, Bubulubu mini",Astridix 30pz
Dulces,"Pulparindo mini chile, Pulparindo grande chile, Pulparindo original, Huevito, Cangrejo, Pecositas, Winis mini, Winis unicornio, Winis sirena maxi tubo, Winis dragón maxi tubo, Winis paleta unicornio, Frutaffy fresa 24pz, Frutsffy manzana verde 24pz, Astridix 30pz, Tix tix 30pz, Chupa chups mini 8, Lucas gusano 10pz, Monedas nucita 48pz, Jugos sabo 12pz, Mini mamut 28pz, Mac'Ma selecciones, Mac'Ma pícolo, Mac'Ma parisién, Mac'Ma presidente, Mac'Ma abanico, Mac'Ma caja pequeña barquillos, Mac'Ma caja pequeña doncellas, Mac'Ma caja pequeña natta, Mac'Ma caja pequeña fresa, Bocadín 50pz, Luminiscente rojo, Pop trueno, Dartañan, Pica fresa, Mazapán original grande, Mazapan original pequeño, Bombones medianos, Bombones grandes, Bombones enrollados, Bombones fresita, Bombones ositos conejos pollitos, Bombones corazón, Tarrito, Paleta sandía, Paleta Pollito, Paleta coca, Paleta hueso, Kranky, Llaves, Vove, Duvalín fresa vainilla, Duvalín avellana fresa, Duvalín avellana vainilla, Animalitos, Aciditos, Pelón mini, Malvabony, Ice, Bubbaloo plátano, Bubbaloo mora azul, Bubbaloo fresa, Bubbaloo tuttifruti, Bubbaloo piña chamoy, Canels original, Bianchi amarillo, Bianchi café, Chocoreta, Bubulubu mini",Tix tix 30pz
Dulces,"Pulparindo mini chile, Pulparindo grande chile, Pulparindo original, Huevito, Cangrejo, Pecositas, Winis mini, Winis unicornio, Winis sirena maxi tubo, Winis dragón maxi tubo, Winis paleta unicornio, Frutaffy fresa 24pz, Frutsffy manzana verde 24pz, Astridix 30pz, Tix tix 30pz, Chupa chups mini 8, Lucas gusano 10pz, Monedas nucita 48pz, Jugos sabo 12pz, Mini mamut 28pz, Mac'Ma selecciones, Mac'Ma pícolo, Mac'Ma parisién, Mac'Ma presidente, Mac'Ma abanico, Mac'Ma caja pequeña barquillos, Mac'Ma caja pequeña doncellas, Mac'Ma caja pequeña natta, Mac'Ma caja pequeña fresa, Bocadín 50pz, Luminiscente rojo, Pop trueno, Dartañan, Pica fresa, Mazapán original grande, Mazapan original pequeño, Bombones medianos, Bombones grandes, Bombones enrollados, Bombones fresita, Bombones ositos conejos pollitos, Bombones corazón, Tarrito, Paleta sandía, Paleta Pollito, Paleta coca, Paleta hueso, Kranky, Llaves, Vove, Duvalín fresa vainilla, Duvalín avellana fresa, Duvalín avellana vainilla, Animalitos, Aciditos, Pelón mini, Malvabony, Ice, Bubbaloo plátano, Bubbaloo mora azul, Bubbaloo fresa, Bubbaloo tuttifruti, Bubbaloo piña chamoy, Canels original, Bianchi amarillo, Bianchi café, Chocoreta, Bubulubu mini",Chupa chups mini 8
Dulces,"Pulparindo mini chile, Pulparindo grande chile, Pulparindo original, Huevito, Cangrejo, Pecositas, Winis mini, Winis unicornio, Winis sirena maxi tubo, Winis dragón maxi tubo, Winis paleta unicornio, Frutaffy fresa 24pz, Frutsffy manzana verde 24pz, Astridix 30pz, Tix tix 30pz, Chupa chups mini 8, Lucas gusano 10pz, Monedas nucita 48pz, Jugos sabo 12pz, Mini mamut 28pz, Mac'Ma selecciones, Mac'Ma pícolo, Mac'Ma parisién, Mac'Ma presidente, Mac'Ma abanico, Mac'Ma caja pequeña barquillos, Mac'Ma caja pequeña doncellas, Mac'Ma caja pequeña natta, Mac'Ma caja pequeña fresa, Bocadín 50pz, Luminiscente rojo, Pop trueno, Dartañan, Pica fresa, Mazapán original grande, Mazapan original pequeño, Bombones medianos, Bombones grandes, Bombones enrollados, Bombones fresita, Bombones ositos conejos pollitos, Bombones corazón, Tarrito, Paleta sandía, Paleta Pollito, Paleta coca, Paleta hueso, Kranky, Llaves, Vove, Duvalín fresa vainilla, Duvalín avellana fresa, Duvalín avellana vainilla, Animalitos, Aciditos, Pelón mini, Malvabony, Ice, Bubbaloo plátano, Bubbaloo mora azul, Bubbaloo fresa, Bubbaloo tuttifruti, Bubbaloo piña chamoy, Canels original, Bianchi amarillo, Bianchi café, Chocoreta, Bubulubu mini",Lucas gusano 10pz
Dulces,"Pulparindo mini chile, Pulparindo grande chile, Pulparindo original, Huevito, Cangrejo, Pecositas, Winis mini, Winis unicornio, Winis sirena maxi tubo, Winis dragón maxi tubo, Winis paleta unicornio, Frutaffy fresa 24pz, Frutsffy manzana verde 24pz, Astridix 30pz, Tix tix 30pz, Chupa chups mini 8, Lucas gusano 10pz, Monedas nucita 48pz, Jugos sabo 12pz, Mini mamut 28pz, Mac'Ma selecciones, Mac'Ma pícolo, Mac'Ma parisién, Mac'Ma presidente, Mac'Ma abanico, Mac'Ma caja pequeña barquillos, Mac'Ma caja pequeña doncellas, Mac'Ma caja pequeña natta, Mac'Ma caja pequeña fresa, Bocadín 50pz, Luminiscente rojo, Pop trueno, Dartañan, Pica fresa, Mazapán original grande, Mazapan original pequeño, Bombones medianos, Bombones grandes, Bombones enrollados, Bombones fresita, Bombones ositos conejos pollitos, Bombones corazón, Tarrito, Paleta sandía, Paleta Pollito, Paleta coca, Paleta hueso, Kranky, Llaves, Vove, Duvalín fresa vainilla, Duvalín avellana fresa, Duvalín avellana vainilla, Animalitos, Aciditos, Pelón mini, Malvabony, Ice, Bubbaloo plátano, Bubbaloo mora azul, Bubbaloo fresa, Bubbaloo tuttifruti, Bubbaloo piña chamoy, Canels original, Bianchi amarillo, Bianchi café, Chocoreta, Bubulubu mini",Monedas nucita 48pz
Dulces,"Pulparindo mini chile, Pulparindo grande chile, Pulparindo original, Huevito, Cangrejo, Pecositas, Winis mini, Winis unicornio, Winis sirena maxi tubo, Winis dragón maxi tubo, Winis paleta unicornio, Frutaffy fresa 24pz, Frutsffy manzana verde 24pz, Astridix 30pz, Tix tix 30pz, Chupa chups mini 8, Lucas gusano 10pz, Monedas nucita 48pz, Jugos sabo 12pz, Mini mamut 28pz, Mac'Ma selecciones, Mac'Ma pícolo, Mac'Ma parisién, Mac'Ma presidente, Mac'Ma abanico, Mac'Ma caja pequeña barquillos, Mac'Ma caja pequeña doncellas, Mac'Ma caja pequeña natta, Mac'Ma caja pequeña fresa, Bocadín 50pz, Luminiscente rojo, Pop trueno, Dartañan, Pica fresa, Mazapán original grande, Mazapan original pequeño, Bombones medianos, Bombones grandes, Bombones enrollados, Bombones fresita, Bombones ositos conejos pollitos, Bombones corazón, Tarrito, Paleta sandía, Paleta Pollito, Paleta coca, Paleta hueso, Kranky, Llaves, Vove, Duvalín fresa vainilla, Duvalín avellana fresa, Duvalín avellana vainilla, Animalitos, Aciditos, Pelón mini, Malvabony, Ice, Bubbaloo plátano, Bubbaloo mora azul, Bubbaloo fresa, Bubbaloo tuttifruti, Bubbaloo piña chamoy, Canels original, Bianchi amarillo, Bianchi café, Chocoreta, Bubulubu mini",Jugos sabo 12pz
Dulces,"Pulparindo mini chile, Pulparindo grande chile, Pulparindo original, Huevito, Cangrejo, Pecositas, Winis mini, Winis unicornio, Winis sirena maxi tubo, Winis dragón maxi tubo, Winis paleta unicornio, Frutaffy fresa 24pz, Frutsffy manzana verde 24pz, Astridix 30pz, Tix tix 30pz, Chupa chups mini 8, Lucas gusano 10pz, Monedas nucita 48pz, Jugos sabo 12pz, Mini mamut 28pz, Mac'Ma selecciones, Mac'Ma pícolo, Mac'Ma parisién, Mac'Ma presidente, Mac'Ma abanico, Mac'Ma caja pequeña barquillos, Mac'Ma caja pequeña doncellas, Mac'Ma caja pequeña natta, Mac'Ma caja pequeña fresa, Bocadín 50pz, Luminiscente rojo, Pop trueno, Dartañan, Pica fresa, Mazapán original grande, Mazapan original pequeño, Bombones medianos, Bombones grandes, Bombones enrollados, Bombones fresita, Bombones ositos conejos pollitos, Bombones corazón, Tarrito, Paleta sandía, Paleta Pollito, Paleta coca, Paleta hueso, Kranky, Llaves, Vove, Duvalín fresa vainilla, Duvalín avellana fresa, Duvalín avellana vainilla, Animalitos, Aciditos, Pelón mini, Malvabony, Ice, Bubbaloo plátano, Bubbaloo mora azul, Bubbaloo fresa, Bubbaloo tuttifruti, Bubbaloo piña chamoy, Canels original, Bianchi amarillo, Bianchi café, Chocoreta, Bubulubu mini",Mini mamut 28pz
Dulces,"Pulparindo mini chile, Pulparindo grande chile, Pulparindo original, Huevito, Cangrejo, Pecositas, Winis mini, Winis unicornio, Winis sirena maxi tubo, Winis dragón maxi tubo, Winis paleta unicornio, Frutaffy fresa 24pz, Frutsffy manzana verde 24pz, Astridix 30pz, Tix tix 30pz, Chupa chups mini 8, Lucas gusano 10pz, Monedas nucita 48pz, Jugos sabo 12pz, Mini mamut 28pz, Mac'Ma selecciones, Mac'Ma pícolo, Mac'Ma parisién, Mac'Ma presidente, Mac'Ma abanico, Mac'Ma caja pequeña barquillos, Mac'Ma caja pequeña doncellas, Mac'Ma caja pequeña natta, Mac'Ma caja pequeña fresa, Bocadín 50pz, Luminiscente rojo, Pop trueno, Dartañan, Pica fresa, Mazapán original grande, Mazapan original pequeño, Bombones medianos, Bombones grandes, Bombones enrollados, Bombones fresita, Bombones ositos conejos pollitos, Bombones corazón, Tarrito, Paleta sandía, Paleta Pollito, Paleta coca, Paleta hueso, Kranky, Llaves, Vove, Duvalín fresa vainilla, Duvalín avellana fresa, Duvalín avellana vainilla, Animalitos, Aciditos, Pelón mini, Malvabony, Ice, Bubbaloo plátano, Bubbaloo mora azul, Bubbaloo fresa, Bubbaloo tuttifruti, Bubbaloo piña chamoy, Canels original, Bianchi amarillo, Bianchi café, Chocoreta, Bubulubu mini",Mac'Ma selecciones
Dulces,"Pulparindo mini chile, Pulparindo grande chile, Pulparindo original, Huevito, Cangrejo, Pecositas, Winis mini, Winis unicornio, Winis sirena maxi tubo, Winis dragón maxi tubo, Winis paleta unicornio, Frutaffy fresa 24pz, Frutsffy manzana verde 24pz, Astridix 30pz, Tix tix 30pz, Chupa chups mini 8, Lucas gusano 10pz, Monedas nucita 48pz, Jugos sabo 12pz, Mini mamut 28pz, Mac'Ma selecciones, Mac'Ma pícolo, Mac'Ma parisién, Mac'Ma presidente, Mac'Ma abanico, Mac'Ma caja pequeña barquillos, Mac'Ma caja pequeña doncellas, Mac'Ma caja pequeña natta, Mac'Ma caja pequeña fresa, Bocadín 50pz, Luminiscente rojo, Pop trueno, Dartañan, Pica fresa, Mazapán original grande, Mazapan original pequeño, Bombones medianos, Bombones grandes, Bombones enrollados, Bombones fresita, Bombones ositos conejos pollitos, Bombones corazón, Tarrito, Paleta sandía, Paleta Pollito, Paleta coca, Paleta hueso, Kranky, Llaves, Vove, Duvalín fresa vainilla, Duvalín avellana fresa, Duvalín avellana vainilla, Animalitos, Aciditos, Pelón mini, Malvabony, Ice, Bubbaloo plátano, Bubbaloo mora azul, Bubbaloo fresa, Bubbaloo tuttifruti, Bubbaloo piña chamoy, Canels original, Bianchi amarillo, Bianchi café, Chocoreta, Bubulubu mini",Mac'Ma pícolo
Dulces,"Pulparindo mini chile, Pulparindo grande chile, Pulparindo original, Huevito, Cangrejo, Pecositas, Winis mini, Winis unicornio, Winis sirena maxi tubo, Winis dragón maxi tubo, Winis paleta unicornio, Frutaffy fresa 24pz, Frutsffy manzana verde 24pz, Astridix 30pz, Tix tix 30pz, Chupa chups mini 8, Lucas gusano 10pz, Monedas nucita 48pz, Jugos sabo 12pz, Mini mamut 28pz, Mac'Ma selecciones, Mac'Ma pícolo, Mac'Ma parisién, Mac'Ma presidente, Mac'Ma abanico, Mac'Ma caja pequeña barquillos, Mac'Ma caja pequeña doncellas, Mac'Ma caja pequeña natta, Mac'Ma caja pequeña fresa, Bocadín 50pz, Luminiscente rojo, Pop trueno, Dartañan, Pica fresa, Mazapán original grande, Mazapan original pequeño, Bombones medianos, Bombones grandes, Bombones enrollados, Bombones fresita, Bombones ositos conejos pollitos, Bombones corazón, Tarrito, Paleta sandía, Paleta Pollito, Paleta coca, Paleta hueso, Kranky, Llaves, Vove, Duvalín fresa vainilla, Duvalín avellana fresa, Duvalín avellana vainilla, Animalitos, Aciditos, Pelón mini, Malvabony, Ice, Bubbaloo plátano, Bubbaloo mora azul, Bubbaloo fresa, Bubbaloo tuttifruti, Bubbaloo piña chamoy, Canels original, Bianchi amarillo, Bianchi café, Chocoreta, Bubulubu mini",Mac'Ma parisién
Dulces,"Pulparindo mini chile, Pulparindo grande chile, Pulparindo original, Huevito, Cangrejo, Pecositas, Winis mini, Winis unicornio, Winis sirena maxi tubo, Winis dragón maxi tubo, Winis paleta unicornio, Frutaffy fresa 24pz, Frutsffy manzana verde 24pz, Astridix 30pz, Tix tix 30pz, Chupa chups mini 8, Lucas gusano 10pz, Monedas nucita 48pz, Jugos sabo 12pz, Mini mamut 28pz, Mac'Ma selecciones, Mac'Ma pícolo, Mac'Ma parisién, Mac'Ma presidente, Mac'Ma abanico, Mac'Ma caja pequeña barquillos, Mac'Ma caja pequeña doncellas, Mac'Ma caja pequeña natta, Mac'Ma caja pequeña fresa, Bocadín 50pz, Luminiscente rojo, Pop trueno, Dartañan, Pica fresa, Mazapán original grande, Mazapan original pequeño, Bombones medianos, Bombones grandes, Bombones enrollados, Bombones fresita, Bombones ositos conejos pollitos, Bombones corazón, Tarrito, Paleta sandía, Paleta Pollito, Paleta coca, Paleta hueso, Kranky, Llaves, Vove, Duvalín fresa vainilla, Duvalín avellana fresa, Duvalín avellana vainilla, Animalitos, Aciditos, Pelón mini, Malvabony, Ice, Bubbaloo plátano, Bubbaloo mora azul, Bubbaloo fresa, Bubbaloo tuttifruti, Bubbaloo piña chamoy, Canels original, Bianchi amarillo, Bianchi café, Chocoreta, Bubulubu mini",Mac'Ma presidente
